id,url,image,name,time,serves,price,energy,fat,saturated_fat,sugar,salt
butternut-beetroot-tarts-with-creamy-camembert,https://www.asdagoodliving.co.uk/food/recipes/butternut-beetroot-tarts-with-creamy-camembert,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1087/butternutbeetroottartswithcamembertHero image 992x840__square.jpg,Butternut & beetroot tarts with creamy Camembert,60 mins,4,81p per serving,434,30g,13.4g,8.8g,1817
butternut-squash-and-spinach-curry,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-and-spinach-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3699/butternut_squash_and_spinach_curry__square.jpg,Butternut squash and spinach curry,40 mins,2,£1.72 per serving,459,3.2g,0.6g,12.1g,0.45
butternut-squash-chickpea-chantenay-carrot-tagine,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-chickpea-chantenay-carrot-tagine,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/919/butternut-squash-chick-pea-chantennay-carrot-tagine__square.jpg,"Butternut squash, chickpea & Chantenay carrot tagine",60 mins,4,£1.00 per serving,339,9.3g,0.9g,22.7g,1419
butternut-squash-chorizo-salad,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-chorizo-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4565/squash-and-chorizo-salad__square.jpg,Warm butternut squash and chorizo salad,40 mins,6,£1.04 per serving,271,16.0g,4.6g,6.3g,1.24
butternut-squash-mac-n-cheese,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-mac-n-cheese,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4311/butternut-squash-mac-n-cheese__square.jpg,Butternut squash mac ‘n’ cheese,60 mins,4,£1.05 per serving,428,10.8g,5.2g,12.4g,0.68
butternut-squash-noodles,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-noodles,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4562/butternut-squash-stir-fry__square.jpg,Chicken and red pepper stir-fry with butternut squash noodles,25 mins,4,£1.63 per serving,181,4.3g,0.8g,6.1g,0.82
butternut-squash-open-lasagne,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-open-lasagne,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4563/butternut_squash_lasagne__square.jpg,Butternut squash open lasagne,45 mins,4,£1.49 per serving,272,6.7g,2.6g,12.3g,0.33
butternut-squash-pasta-bake,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-pasta-bake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1437/butternut-squash-pasta-bake__square.jpg,Butternut squash pasta bake,30 mins,4,£2.00 per serving,683,26.1g,11.8g,14.8g,2860
butternut-squash-pasta-soup,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-pasta-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1604/butternut-squash-pasta-soup__square.jpg,Butternut squash & pasta soup,45 mins,4,55p per serving,341,11.6g,2.8g,9.8g,1428
butternut-squash-pea-risotto,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-pea-risotto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1117/butternut-squash-pea-risotto__square.jpg,Butternut squash & pea risotto,50 mins,4,90p per serving,570,16g,8.4g,9.1g,2386
butternut-squash-pepper-chickpea-curry,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-pepper-chickpea-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2920/butternut-squash-curry__square.jpg,"Butternut squash, pepper & chickpea curry",15 mins,4,£1.23 per serving,319,13.9g,7.6g,15.3g,0.04
butternut-squash-quesadillas,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-quesadillas,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2483/butternut-squash-veg-quesadillas__square.jpg,Butternut squash quesadillas,30 mins,4,£1.40 per serving,517,18.2g,9.2g,10.5g,1.54
butternut-squash-ravioli,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-ravioli,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/272/imageRecipeButternutSquashRavioli-2x__square.jpg,Butternut squash ravioli,150 mins,2,£1.26 per serving,886,46.3g,19.2g,6g,3710
butternut-squash-risotto,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-risotto,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/479/imageRecipeButternutSquashRisotto-2x__square.jpg,Butternut squash risotto,45 mins,4,61p per serving,523,14.4g,6.6g,9.4g,2190
butternut-squash-sausage-spinach-hash,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-sausage-spinach-hash,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2391/sausage-hash__square.jpg,"Butternut squash, sausage & spinach hash",35 mins,4,95p per serving,367,19.1g,4.6g,9.9g,1.41
butternut-squash-sweet-potato-soup,https://www.asdagoodliving.co.uk/food/recipes/butternut-squash-sweet-potato-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/834/butternut-squash-sweet-potato-soup__square.jpg,Butternut squash & sweet potato soup,50 mins,4,56p per serving,322,11g,5.4g,17g,1348
butternut-thyme-bakes,https://www.asdagoodliving.co.uk/food/recipes/butternut-thyme-bakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1042/butternut-thyme-bakes__square.jpg,Butternut & thyme bakes,80 mins,4,£1.82 per serving,674,44.7g,16.8g,19.7g,2822
buttery-biscuits,https://www.asdagoodliving.co.uk/food/recipes/buttery-biscuits,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/814/buttery-biscuits__square.jpg,Buttery biscuits,60 mins,34,5p per serving,111,6g,4g,4g,465
cabbage-lentil-curry,https://www.asdagoodliving.co.uk/food/recipes/cabbage-lentil-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/936/cabbage-lentil-curry__square.jpg,Cabbage & lentil curry,60 mins,4,£1.30 per serving,402,9.3g,1.7g,18g,0.56
cabbage-parcels,https://www.asdagoodliving.co.uk/food/recipes/cabbage-parcels,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/481/imageRecipeCabbageParcels-2x__square.jpg,Cabbage parcels,105 mins,4,70p per serving,265,7.2g,1.3g,9.3g,1110
cabbage-with-caraway-seeds,https://www.asdagoodliving.co.uk/food/recipes/cabbage-with-caraway-seeds,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/251/imageRecipeCabbageCarawaySeeds-2x__square.jpg,Cabbage with caraway seeds,10 mins,6,20p per serving,71,2.9g,1.4g,5.2g,0.1
caesar-salad,https://www.asdagoodliving.co.uk/food/recipes/caesar-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1879/chicken-caesar-salad__square.jpg,Caesar salad,30 mins,4,£1.83 per serving,414,27.7g,6.7g,1.4g,1.58
caesar-salad-with-eggs-bacon,https://www.asdagoodliving.co.uk/food/recipes/caesar-salad-with-eggs-bacon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1674/caesar-salad-with-eggs-bacon__square.jpg,Caesar salad with eggs and bacon,25 mins,4,48p per serving,291,20.4g,6g,1.8g,1218
caesar-salad-with-ranch-dressing,https://www.asdagoodliving.co.uk/food/recipes/caesar-salad-with-ranch-dressing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/909/caesar-salad-with-ranch-dressing__square.jpg,Caesar salad with ranch dressing,30 mins,4,53p per serving,167,9g,2.4g,3.6g,699
cajun-steak-with-baby-spinach-beans,https://www.asdagoodliving.co.uk/food/recipes/cajun-steak-with-baby-spinach-beans,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/810/Cajun-steak-with-baby-spinach-beans__square.jpg,Cajun steak with baby spinach & beans,15 mins,4,£2.85 per serving,429,12.5g,3.1g,2.6g,1796
cajun-style-cod-with-sweet-potato-wedges,https://www.asdagoodliving.co.uk/food/recipes/cajun-style-cod-with-sweet-potato-wedges,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/708/cajun-style-cod-with-sweet-potato-wedges__square.jpg,Cajun-style cod with sweet potato wedges,40 mins,4,£2.60 per serving,311,11g,1.4g,11g,0.78
camouflage-cupcakes,https://www.asdagoodliving.co.uk/food/recipes/camouflage-cupcakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2654/camouflage-cupcakes__square.jpg,Camouflage cupcakes,90 mins,12,40p per serving,472,21.2g,13.0g,53.1g,0.35
campari-fizz-cocktail-recipe,https://www.asdagoodliving.co.uk/food/recipes/campari-fizz-cocktail-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3813/cocktail__square.jpg,Campari fizz cocktail,10 mins,2,£1.45 per serving,149,0.0g,0.0g,11.4g,0.05
candy-castle-cake,https://www.asdagoodliving.co.uk/food/recipes/candy-castle-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4251/castle-cake-web__square.jpg,Candy castle cake,300 mins,63,28p per serving,293,11.4g,6.7g,34.1g,0.16
candy-skull-iced-biscuits,https://www.asdagoodliving.co.uk/food/recipes/candy-skull-iced-biscuits,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2008/day-of-the-dead-iced-biscuits__square.jpg,Candy skull iced biscuits,150 mins,12,38p per serving,341,7.6g,4.5g,52.1g,1428
caramel-chocolate-tart,https://www.asdagoodliving.co.uk/food/recipes/caramel-chocolate-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2213/chocolate_tart__square.jpg,Caramel and chocolate tart,30 mins,20,25p per serving,267,19.4g,11.9g,16.2g,0.27
caramelised-french-apple-tart,https://www.asdagoodliving.co.uk/food/recipes/caramelised-french-apple-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/846/caramelised-french-apple-tart__square.jpg,Caramelised french apple tart,80 mins,12,40p per serving,290,14g,8.4g,23g,1214
caramelised-onion-blue-cheese-mini-tarts,https://www.asdagoodliving.co.uk/food/recipes/caramelised-onion-blue-cheese-mini-tarts,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1982/Caramelised-onion-and-blue-cheese-mini-tarts__square.jpg,Caramelised onion & blue cheese mini tarts,40 mins,24,10p per serving,154,7.0g,3.7g,1.5g,0.41
caramelised-pear-chocolate-upside-down-cake,https://www.asdagoodliving.co.uk/food/recipes/caramelised-pear-chocolate-upside-down-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4461/pear-and-chocolate-upside-down-cake__square.jpg,Caramelised pear & chocolate  upside-down cake,90 mins,14,15p per serving,216,9.0g,3.0g,21.1g,0.21
caramelised-persimmon,https://www.asdagoodliving.co.uk/food/recipes/caramelised-persimmon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/432/imageRecipeCarmelisedPersimmon-2x__square.jpg,Caramelised persimmon,15 mins,2,75p per serving,240,10.3g,6.5g,29.2g,1005
carbonara-croque-monsieur,https://www.asdagoodliving.co.uk/food/recipes/carbonara-croque-monsieur,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4574/carbonara-croque-monsieur__square.jpg,Carbonara croque monsieur,0 mins,1,per serving,505,26.5g,13.0g,3.1g,2.90
caribbean-chicken,https://www.asdagoodliving.co.uk/food/recipes/caribbean-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1196/caribbean-chicken__square.jpg,Caribbean chicken,30 mins,4,£1.30 per serving,689,25g,11g,24g,2885
caribbean-chicken-curry,https://www.asdagoodliving.co.uk/food/recipes/caribbean-chicken-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3129/caribbean-chicken-curry__square.jpg,Caribbean chicken curry,50 mins,6,£1.28 per serving,551,10.3g,2.2g,4.3g,1.08
caribbean-curry,https://www.asdagoodliving.co.uk/food/recipes/caribbean-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1178/caribbean-curry__square.jpg,Caribbean curry,35 mins,4,90p per serving,414,16g,9g,19g,1733
caribbean-curry-patties-and-zingy-salsa,https://www.asdagoodliving.co.uk/food/recipes/caribbean-curry-patties-and-zingy-salsa,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4392/caribbean-patties-with-zingy-salsa__square.jpg,Caribbean curry patties and zingy salsa,60 mins,8,96p  per serving,202,11.8g,5.3g,10.4g,0.33
caribbean-veg-curry-with-fresh-roti,https://www.asdagoodliving.co.uk/food/recipes/caribbean-veg-curry-with-fresh-roti,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4248/veggie-caribbean-curry__square.jpg,Caribbean veg curry with fresh roti,75 mins,8,78p per serving,496,30.6g,19.7g,9.2g,0.58
carnival-punch-cooler,https://www.asdagoodliving.co.uk/food/recipes/carnival-punch-cooler,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4396/tropical-fruit-punch__square.jpg,Carnival punch cooler,15 mins,10,33p per serving,34,0.1g,0.0g,7.1g,0.04
carrot-and-cheesecake-tower,https://www.asdagoodliving.co.uk/food/recipes/carrot-and-cheesecake-tower,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2493/carrot-and-cheesecake-tower__square.jpg,Carrot and cheesecake tower,260 mins,20,92p per serving,412,27.2g,9.4g,25.7g,0.43
carrot-apple-slaw,https://www.asdagoodliving.co.uk/food/recipes/carrot-apple-slaw,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1013/carrot-apple-slaw__square.jpg,Carrot & apple slaw,20 mins,6,26p per serving,80,2.9g,1g,10g,335
carrot-beetroot-fritters,https://www.asdagoodliving.co.uk/food/recipes/carrot-beetroot-fritters,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1676/carrot-beetroot-fritters__square.jpg,Carrot and beetroot fritters,30 mins,6,37p per serving,145,8.3g,1.5g,4.4g,0.10
carrot-cake-porridge,https://www.asdagoodliving.co.uk/food/recipes/carrot-cake-porridge,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4615/carrot-cake-oats__square.jpg,Carrot cake porridge,0 mins,1,per serving,310,15.2g,1.9g,12.8g,0.29
carrot-coriander-soup,https://www.asdagoodliving.co.uk/food/recipes/carrot-coriander-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/384/imageRecipeCarrotCorianderSoup-2x__square.jpg,Carrot & coriander soup,45 mins,6,23p per serving,112,3.1g,1.2g,11g,469
carrot-cupcakes,https://www.asdagoodliving.co.uk/food/recipes/carrot-cupcakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1368/carrot-cupcakes__square.jpg,Carrot cupcakes,75 mins,12,22p per serving,301,12.9g,3.3g,26.6g,1260
carrot-houmous,https://www.asdagoodliving.co.uk/food/recipes/carrot-houmous,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4467/carrot-houmous__square.jpg,Carrot houmous,30 mins,6,32p per serving,203,9.8g,1.4g,9.6g,0.30
carrot-orange-soup,https://www.asdagoodliving.co.uk/food/recipes/carrot-orange-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1452/carrot-orange-soup__square.jpg,Carrot & orange soup,40 mins,4,51p per serving,209,11g,4.3g,16g,875
carrot-parsnip-sweet-potato-korma,https://www.asdagoodliving.co.uk/food/recipes/carrot-parsnip-sweet-potato-korma,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1789/carrot-parsnip-sweet-potato-korma__square.jpg,"Carrot, parsnip & sweet potato korma",45 mins,4,£1.14 per serving,458,28.0g,17.0g,24.0g,1.10
carrot-pineapple-hazelnut-slaw,https://www.asdagoodliving.co.uk/food/recipes/carrot-pineapple-hazelnut-slaw,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/255/imageRecipeCarrotPineappleHazelnutSlaw-2x__square.jpg,"Carrot, pineapple & hazelnut slaw",20 mins,4,74p per serving,411,31.7g,3.8g,18.6g,1721
carrot-potato-rosti,https://www.asdagoodliving.co.uk/food/recipes/carrot-potato-rosti,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1787/carrot-potato-rosti__square.jpg,Carrot and potato rosti,70 mins,12,15p per serving,84,4.2g,1.6g,2.5g,0.21
carrot-shaped-chocolate-cake,https://www.asdagoodliving.co.uk/food/recipes/carrot-shaped-chocolate-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4033/carrot_shaped_chocolate_cakee__square.jpg,Carrot shaped chocolate cake,125 mins,22,23p per serving,262,13.6g,5.4g,19.2g,0.41
carrot-soup,https://www.asdagoodliving.co.uk/food/recipes/carrot-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1788/carrot-soup__square.jpg,Carrot soup,40 mins,4,31p per serving,203,9.9g,4.7g,14.0g,1.80
carrot-tomato-soup-recipe,https://www.asdagoodliving.co.uk/food/recipes/carrot-tomato-soup-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3374/carrotsoup__square.jpg,Warming carrot & tomato soup,40 mins,4,£0.34 per serving,211,10.2g,3.4g,12.1g,1.13
carrots-with-orange-cumin-seeds-and-honey,https://www.asdagoodliving.co.uk/food/recipes/carrots-with-orange-cumin-seeds-and-honey,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1091/carrots-with-orange-cumin-seeds-honey__square.jpg,"Carrots with orange, cumin seeds and honey",15 mins,6,22p per serving,76,3.8g,2.3g,8.5g,318
catalan-style-slow-cooker-chicken,https://www.asdagoodliving.co.uk/food/recipes/catalan-style-slow-cooker-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1958/catalan-style-slow-cooker-chicken__square.jpg,Catalan-style slow cooker chicken,315 mins,4,£1.83 per serving,445,12.8g,2.4g,11.6g,0.61
caterpillar-cake,https://www.asdagoodliving.co.uk/food/recipes/caterpillar-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/772/caterpillar-cake__square.jpg,Caterpillar cake,45 mins,14,25p per serving,269,14g,8.5g,25g,1126
cauliflower-cheese,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-cheese,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/928/cauliflower-cheese__square.jpg,Cauliflower cheese,50 mins,4,£1.12 per serving,368,24g,14g,9.9g,1541
cauliflower-chickpea-curry,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-chickpea-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/519/cauliflower-chickpea-curry__square.jpg,Cauliflower & chickpea curry,35 mins,4,75p per serving,323,16.3g,1.9g,10.8g,0.5
cauliflower-fritters,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-fritters,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/297/imageRecipeCauliflowerFritters-2x__square.jpg,Cauliflower fritters,20 mins,4,42p per serving,308,7.4g,1.8g,7.3g,1290
cauliflower-pea-balti,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-pea-balti,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/523/cauliflower-pea-balti__square.jpg,Cauliflower & pea balti,30 mins,4,£1.27 per serving,540,8.8g,1.3g,9.1g,0.44
cauliflower-pershwari-naan,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-pershwari-naan,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2262/cauliflowernan__square.jpg,Cauliflower pershwari Naan,35 mins,6,42p per serving,125,7.8g,2.3g,5.3g,0.12
cauliflower-rice-with-prawns,https://www.asdagoodliving.co.uk/food/recipes/cauliflower-rice-with-prawns,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2178/cauliflower_rice__square.jpg,Cauliflower rice with prawns,20 mins,6,£1.11 per serving,104,2.0g,0.2g,7.4g,0.25
celebration-salmon,https://www.asdagoodliving.co.uk/food/recipes/celebration-salmon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/306/imageRecipeCelebrationSalmon-2x__square.jpg,Celebration salmon,50 mins,4,£2.74 per serving,438,28g,12g,2.8g,1834
celeriac-almond-soup,https://www.asdagoodliving.co.uk/food/recipes/celeriac-almond-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1677/celeriac-almond-soup__square.jpg,Celeriac and almond soup,40 mins,6,34p per serving,133,9.5g,2.8g,3.4g,0.81
champagne-rhubarb-parfaits,https://www.asdagoodliving.co.uk/food/recipes/champagne-rhubarb-parfaits,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1153/rhubarb-champagne-parfait__square.jpg,Champagne rhubarb parfaits,180 mins,4,£1.96 per serving,332,23g,14.3g,24.5g,1390
chargrilled-flatbread-bites-with-peas,https://www.asdagoodliving.co.uk/food/recipes/chargrilled-flatbread-bites-with-peas,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4020/flatbreads__square.jpg,Chargrilled flatbread bites with peas,15 mins,6,56p per serving,137,4.0g,1.2g,2.1g,0.20
chargrilled-vegetables-with-feta,https://www.asdagoodliving.co.uk/food/recipes/chargrilled-vegetables-with-feta,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1510/chargrilled-vegetables-with-feta__square.jpg,Chargrilled vegetables with feta,20 mins,6,£1.20 per serving,210,18.0g,3.6g,3.9g,0.46
